Wavelength_nm,2026-08-02 · calibration,2026-08-02 · blank,2026-08-02 · 0.05,2026-08-02 · 0.2,2026-08-02 · 0.4,2026-08-02 · 4,2026-08-05 · 0.4 · rep 1,2026-08-05 · 0.4 · rep 1,2026-08-05 · 0.4 · rep 2,2026-08-05 · 4 · rep 1,2026-08-05 · 4 · rep 2
653,,,,,,,259.09090909090907,,,,
654,,,,,,,260.90909090909093,,,,
655,,,,,,,277.27272727272725,,,,
656,,,,,,,265.45454545454544,,,,
657,,,,,,,273.6363636363636,,,,
658,,,,,,,276.3636363636364,,,,
659,,,,,,,280.90909090909093,,,,
660,,,,,,,274.54545454545456,,,,
661,,,,,,,271.8181818181818,,,,
662,,,,,,,270.90909090909093,,,,
663,,,,,,,273.6363636363636,,,,
664,,,,,,,266.3636363636364,,,,
665,,,,,,,277.27272727272725,,,,
666,,,,,,,272.72727272727275,,,,
667,,,,,,,282.72727272727275,,,,
668,,,,,,,279.09090909090907,,,,
669,,,,,,,281.8181818181818,,,,
670,,,,,,,271.8181818181818,,,,
671,,,,,,,279.09090909090907,,,,
672,,,,,,,280.90909090909093,,,,
673,,,,,,,280.90909090909093,,,,
674,,,,,,,283.6363636363636,,,,
675,,,,,,,294.54545454545456,,,,
676,,,,,,,279.09090909090907,,,,
677,,,,,,,276.3636363636364,,,,
678,,,,,,,274.54545454545456,,,,
679,,,,,,,270,,,,
680,,,,,,,258.1818181818182,,,,
681,,,,,,,256.3636363636364,,,,
682,,,,,,,251.8181818181818,,,,
683,,,,,,,251.8181818181818,,,,
684,,,,,,,247.27272727272728,,,,
685,,,,,,,237.27272727272728,,,,
686,,,,,,,223.63636363636363,,,,
687,,,,,,,223.63636363636363,,,,
688,,,,,,,226.36363636363637,,,,
689,,,,,,,227.27272727272728,,,,
690,,,,,,,230,,,,
691,,,,,,,236.36363636363637,,,,
692,,,,,,,233.63636363636363,,,,
693,,,,,,,237.27272727272728,,,,
694,,,,,,,236.36363636363637,,,,
695,,,,,,,230.9090909090909,,,,
696,,,,,,,234,,,,
697,,,,,,,233.33333333333334,,,,
698,,,,,,,235,,,,
699,,,,,,,225.71428571428572,,,,
700,,,,,,,220,,,,
